HS_CEEB,HS_CITY,HS_NAME,HS_POSTAL_CD,HS_STATE
335955,White Plains,white plains high school,10605,NY
340112,Asheville,a c reynolds high school,28803,NC
341076,Durham,mt zion christian academy,27707,NC
342826,Murphy,tri-county early college hs,28906,NC
362070,Elmore,woodmore high school,43416,OH
365430,Westerville,westerville south high school,43081,OH
372540,Wewoka,new lima high school,74884-0096,OK
380205,Corbett,corbett high school,97019,OR
391148,East Stroudsburg,notre dame high school,18301,PA
391540,Prospect Park,interboro high school,19076,PA
393320,Philadelphia,friends select school,19103,PA
430701,Franklin,centennial high school,37067,TN
440382,Austin,ann richards sch young women,78704,TX
441522,Corpus Christi,harold t branch academy career,78405-3123,TX
443663,Houston,fusion academy - houston galle,77056-6633,TX
444798,San Antonio,kipp univ prep high school,78212-3024,TX
446088,Cibolo,byron p steele ii high school,78108,TX
447520,White Oak,white oak high school,75693,TX
450060,Delta,delta high school,84624,UT
460055,Brattleboro,brattleboro union high school,05301,VT
470390,Palmyra,fluvanna county high school,22963,VA
470578,Colonial Heights,colonial heights high school,23834,VA
470631,Culpeper,eastern view high school,22701,VA
472131,Fredericksburg,massaponax high school,22407,VA
472245,Tappahannock,st margaret's school,22560,VA
481161,Seattle,chief sealth high school,98106,WA
501710,Oostburg,oostburg high school,53070,WI
510150,Gillette,campbell county high school,82716,WY
520037,Pago Pago,tafuna high school,96799,AS
542588,Humacao,palmas academy,00791,PR
734981,Apo,general h h arnold high school,09096,AE
020286,Palmer,colony high school,99645,AK
050068,Arleta,arleta high school,91331-5103,CA
051855,Los Gatos,los gatos high school,95030,CA
051863,Los Olivos,dunn school,93441,CA
053144,San Juan Capo,saddleback valley chrstn sch,92675,CA
054072,Chula Vista,olympian high school,91915,CA
060111,Boulder,shining mountain waldorf sch,80304,CO
060215,Carbondale,colorado rocky mtn school,81623,CO
060920,Limon,limon high school,80828,CO
101310,Orlando,william r boone high school,32806,FL
102207,Miami,archimedean upper conserv,33183,FL
112046,McDonough,eagles landing christian acad,30253,GA
120015,Hilo,hilo high school,96720,HI
130420,Mountain Home,mountain home high school,83647,ID
141970,Freeport,aquin cntrl catholic jr-sr hs,61032-6021,IL
150685,Crown Point,crown point high school,46307,IN
162470,Le Mars,gehlen catholic high school,51031,IA
181586,Louisville,micah high school,40229-4000,KY
192141,New Orleans,international hs new orleans,70118,LA
200330,East Machias,washington academy,04630,ME
222030,Springfield,springfield central high sch,01109,MA
222120,Taunton,coyle-cassidy memorial high sc,02780,MA
222550,Worcester,worcester vocational high sch,01605,MA
231404,Farmington Hills,harrison high school,48334,MI
240560,Crookston,crookston high school,56716,MN
252242,Oxford,oxford high school,38655,MS
263425,Union,union high school,63084,MO
270085,Billings,billings senior high school,59101,MT
300175,Epping,epping high school,03042,NH
332275,Harrison,harrison high school,10528,NY
332575,Jamaica,mary louis academy,11432,NY
332902,Long Island City,robert f wagner jr institute,11101,NY
333245,Bedford,fox lane high school,10506,NY
333423,New York,united nations internatl sch,10010,NY
333600,New York,hs dual language/asian studies,10002,NY
360380,Bellaire,saint john central high school,43906,OH
380673,Clackamas,clackamas high school,97015,OR
380870,Portland,franklin high school,97206,OR
394635,Souderton,souderton area high school,18964,PA
394675,Spring Mills,penns valley area jr-sr hs,16875,PA
411080,Boiling Springs,boiling springs high school,29316,SC
411674,Ridgeland,john paul ii catholic school,29936-5075,SC
430268,Charlotte,creek wood high school,37036,TN
430440,Cookeville,cookeville high school,38501,TN
442729,Garland,garland christian academy,75040,TX
443867,Kingwood,northeast christian academy,77339,TX
444490,Marion,marion high school,78124,TX
460099,Charlotte,lake champlain waldorf hs,05445,VT
480100,Bothell,bothell high school,98011,WA
501510,Milwaukee,wisconsin lutheran hs,53213,WI
501845,Port Washington,port washington high school,53074,WI
561940,Fpo,nile c kinnick high school dod,96349,AP
991531,Thomasville,thomasville high scholars acad,31792,GA
USCHSD,,concurrent high school diploma,,
050181,Atwater,buhach colony high school,95301,CA
052772,San Bernardino,aquinas high school,92404,CA
061435,Westcliffe,custer county high school,81252,CO
070380,Manchester,manchester high school,06040,CT
100160,Bradenton,edison academic center,34209,FL
101018,Melbourne,melbourne central catholic hs,32901,FL
101232,Niceville,niceville senior high school,32578,FL
101981,Oviedo,paul j hagerty high school,32765,FL
112765,Social Circle,social circle high school,30025,GA
113080,Valdosta,lowndes high school,31601,GA
141945,Fox Lake,grant comm high school 124,60020-1634,IL
144325,Waverly,waverly high school,62692-1041,IL
221107,Lakeville,apponequet regional high sch,02347,MA
221840,Rockport,rockport high school,01966,MA
232447,Bloomfield Hills,bloomfield hills high school,48301,MI
240435,Chatfield,chatfield high school,55923,MN
242060,Redlake,red lake high school,56671,MN
242628,Waseca,waseca high school,56093,MN
281706,Omaha,concordia lutheran jr/sr hs,68116,NE
290073,Henderson,foothill high school,89002,NV
310165,Burlington,st mary's hall/doane academy,08016,NJ
310250,Collingswood,collingswood sr high school,08108,NJ
310281,Denville,morris county school of tech,07834,NJ
310752,Marlboro,marlboro high school,07746,NJ
310794,Midland Park,midland park high school,07432,NJ
320660,Socorro,socorro high school,87801,NM
330865,Brooklyn,saint saviour high school,11215,NY
334380,Oxford,oxford academy & cntrl school,13830,NY
334803,Rochester,gates chili sr high school,14624,NY
334833,Rochester,odyssey school,14615,NY
335578,Tonawanda,kenmore east sr high school,14150,NY
335795,Washingtonville,washingtonville high school,10992,NY
361332,Pepper Pike,orange high school,44124,OH
365065,Toledo,whitmer senior high school,43613,OH
365769,Worthington,ohio connections academy,43085,OH
372365,Enid,oklahoma bible academy,73703-3433,OK
380645,McMinnville,mcminnville sr high school,97128,OR
390000,Abington,abington high school,19001,PA
392609,Springfield,pennsylvania cyber charter sch,19064,PA
395415,Fairless Hills,pennsbury hs east campus,19030,PA
440077,Allen,allen high school,75002,TX
441115,Canyon,canyon high school,79015,TX
441401,College Station,college station high school,77840,TX
442660,Callisburg,callisburg high school,76240,TX
443124,Harlingen,harlingen high school south,78552,TX
444005,Lampasas,lampasas high school,76550,TX
447278,Waco,live oak classical school,76703-0647,TX
480749,Mountlake Ter,mountlake terrace high school,98043,WA
510335,Pinedale,pinedale high school,82941,WY
051840,Los Angeles,woodrow wilson high school,90032,CA
051982,Modesto,central catholic high school,95351,CA
052191,Alameda,california crosspoint high sch,94502,CA
052282,Orinda,miramonte high school,94563,CA
052867,San Diego,patrick henry high school,92120,CA
053716,Watsonville,saint francis cntrl coast cath,95076,CA
054725,Long Beach,ernest mcbride senior high sch,90808-2319,CA
060299,Colorado Springs,widefield high school,80911,CO
060715,Grover,pawnee high school,80729,CO
060961,Englewood,hope co-op online learning acd,80122,CO
070135,Danielson,killingly high school,06239,CT
110965,Dallas,north paulding high school,30132,GA
113050,Tucker,tucker high school,30084,GA
120213,Pearl City,pearl city high school,96782,HI
120222,Waianae,waianae high school,96792,HI
130307,Sun Valley,community school,83353,ID
140510,Carbondale,carbondale community hs,62901-5004,IL
142073,Glen Ellyn,glenbard south high school,60137,IL
191449,Lake Charles,alfred m barbe high school,70605,LA
200355,Ellsworth,ellsworth high school,04605,ME
221305,Malden,malden high school,02148,MA
230510,Cassopolis,ross beatty high school,49031,MI
230570,Charlevoix,charlevoix high school,49720,MI
232595,Highland,milford high school,48357,MI
232765,Fair Haven,anchor bay high school,48023,MI
233215,Rogers City,rogers city high school,49779,MI
270114,Bozeman,petra academy,59718,MT
270345,Frenchtown,frenchtown high school,59834,MT
270449,Helena,capital high school,59601,MT
281771,Omaha,vj & angela skutt catholic hs,68130,NE
290219,Las Vegas,desert oasis high school,89141,NV
320295,Gallup,gallup high school,87301,NM
331213,Canaan,berkshire jr-sr high school,12029,NY
331949,Flushing,queens school of inquiry,11366,NY
332980,Malone,franklin academy high school,12953,NY
333062,North Massapequa,plainedge high school,11758,NY
333150,Mineola,chaminade high school,11501,NY
334213,Syracuse,faith heritage school,13205,NY
362235,Gahanna,lincoln high school,43230,OH
363275,Mason,william mason high school,45040,OH
363855,North Olmsted,north olmsted high school,44070,OH
391576,Greensburg,hempfield area senior hs,15601,PA
410418,Charleston,charleston math-sci charter,29403,SC
421315,Vermillion,vermillion high school,57069,SD
431690,Nashville,hume fogg academic high school,37203,TN
440241,Arlington,lamar high school,76012,TX
442517,Fort Worth,fort worth christian school,76180,TX
443739,Katy,morton ranch high school,77449,TX
450137,Hurricane,sunrise academy,84737,UT
460225,Manchester,burr and burton academy,05254,VT
460443,Stratton Mnt,stratton mountain school,05155,VT
480320,Eastsound,orcas island high school,98245,WA
030262,Phoenix,arizona lutheran academy,85041,AZ
030357,Sahuarita,sahuarita high school,85629,AZ
051218,Huntington Beach,edison high school,92646,CA
051346,Lakeside,el capitan high school,92040,CA
052192,Oakland,college preparatory school,94618,CA
052670,Riverside,ramona high school,92504,CA
053627,Temecula,susan h nelson high school,92592,CA
053761,Santa Fe Springs,saint paul high school,90670,CA
054254,Los Angeles,academic leadership community,90017,CA
054718,Los Angeles,episcopal school los angeles,90038,CA
054827,Newport Beach,pacifica christian hs orange,92663,CA
060452,Aurora,smoky hill high school,80015,CO
060589,Fort Collins,front range baptist academy,80525,CO
070040,Branford,branford high school,06405,CT
070320,Hartford,watkinson school,06105,CT
101147,Miami,miami springs sr high school,33166,FL
101692,Tampa,chamberlain high school,33612,FL
130070,Burley,burley high school,83318,ID
140658,Chicago,uic college prep,60608,IL
142360,Jerseyville,jersey community high school,62052-1107,IL
143496,Plainfield,plainfield south high school,60586-1687,IL
143680,Rochelle,rochelle township high school,61068-6400,IL
144320,Waukegan,waukegan east high school,60085-5428,IL
151585,Fort Wayne,carroll high school,46818,IN
152347,Mishawaka,penn high school,46545,IN
161640,Forest City,forest city high school,50436,IA
210700,Leonardtown,leonardtown high school,20650,MD
221220,Tyngsboro,greater lowell technical hs,01879,MA
232580,Middleville,thornapple kellogg school,49333,MI
261106,Florissant,north county technical school,63033,MO
263000,Saint Louis,notre dame high school,63125,MO
300145,Dublin,dublin school,03444,NH
310224,Chatham,chatham high school,07928,NJ
310452,Hackensack,academy for med science tech,07601,NJ
310830,Moorestown,moorestown friends school,08057,NJ
332140,Goshen,john s burke catholic hs,10924,NY
334141,New York,winston preparatory school,10011,NY
335750,Montgomery,valley central high school,12549,NY
342326,Denver,lincoln charter school,28037,NC
343214,Raleigh,leesville road high school,27613,NC
361070,Cincinnati,purcell marian high school,45206,OH
363375,Mentor,mentor high school,44060,OH
363955,Orwell,grand valley high school,44076,OH
371187,Edmond,oklahoma christian school,73083-0509,OK
372695,Oklahoma City,southeast high school,73129-3621,OK
380775,Ontario,ontario high school,97914,OR
390789,Westtown,concept school,19395,PA
393321,Fort Washington,germantown academy,19034,PA
393908,Pittsburgh,seton-la salle regional high s,15226,PA
443358,Houston,cypress creek high school,77070,TX
445205,Oglesby,oglesby high school,76561,TX
446989,The Colony,colony high school the,75056,TX
447505,Whiteface,whiteface high school,79379,TX
471904,Richmond,steward school,23238,VA
480058,Auburn,thomas jefferson high school,98001,WA
480554,Kingston,kingston high school,98346,WA
481439,Pasco,tri-cities prep catholic hs,99301,WA
491335,Upperglade,webster county high school,26266-9400,WV
011140,Foley,foley high school,36535,AL
030110,Florence,florence high school,85232,AZ
030139,Gilbert,desert hills high school,85296,AZ
030619,Gilbert,williams field high school,85285,AZ
052276,Orange,el modena high school,92869,CA
052537,Pomona,village academy high school,91767,CA
053033,San Francisco,school of the arts,94131,CA
053125,San Lorenzo,arroyo high school,94580,CA
053383,Simi Valley,grace brethren high school,93065,CA
054313,Chula Vista,high tech high chula vista,91915,CA
060280,Colorado Springs,hanover high school,80928,CO
060585,Fort Collins,heritage christian high school,80524,CO
061358,Thornton,mesa-mapleton exped sch arts,80229,CO
070038,Bolton,bolton high school,06043,CT
070165,East Hampton,east hampton high school,06424,CT
070683,Somers,somers high school,06071,CT
070755,Stratford,stratford high school,06615,CT
101085,Miami,miami northwstrn sr hi cmty sc,33150,FL
101560,New Port Richey,j w mitchell high school,34655,FL
101705,Tampa,hillsborough high school,33603,FL
101923,Lake Worth,park vista community hs,33467,FL
112980,Thomasville,thomasville high school,31792,GA
120160,Kapaa,kapaa high school,96746,HI
140035,Alton,marquette catholic high school,62002-6242,IL
140875,Chicago,holy trinity high school,60622-3324,IL
140877,Chicago,hubbard high school,60629-4030,IL
141100,Chicago,lincoln park high school,60614-4404,IL
141370,Chicago,wells high school,60622-5118,IL
142775,Marion,marion high school,62959-1435,IL
143706,Rockford,keith country day school,61107-1817,IL
153265,South Bend,saint josephs high school,46617,IN
